Part Type,Manufacturer,Part Name,HEM,In Shop,Price,Sell Price,Level,Level %,Steam Version,Platform Lock,Is DLC,Lighting,Asset Path,Full Part Name
CPU Cooler - Air,ARCTIC,Freezer 33 TR (Red),,Y,58,19,18,1,1.0,,,,Prefabs/CoolingSystems/AirCoolers/Arctic/Arctic_Freezer_33_TR,ARCTIC Freezer 33 TR (Red)
CPU Cooler - Air,ARCTIC,Freezer 33 TR (White),,Y,58,19,18,1,1.0,,,,Prefabs/CoolingSystems/AirCoolers/Arctic/Arctic_Freezer_33_TR_White,ARCTIC Freezer 33 TR (White)
CPU Cooler - Air,ARCTIC,Freezer 34,,Y,30,10,7,30,1.7,PC,,,v1_7_0/Prefabs/CoolingSystems/AirCoolers/Arctic/AC_Arctic_Freezer_34,ARCTIC Freezer 34
CPU Cooler - Air,ARCTIC,Freezer 34 CO,,Y,30,10,7,30,1.7,PC,,,v1_7_0/Prefabs/CoolingSystems/AirCoolers/Arctic/AC_Arctic_Freezer_34_CO,ARCTIC Freezer 34 CO
CPU Cooler - Air,ARCTIC,Freezer 34 eSports (Full White),,Y,35,12,7,40,1.7,PC,,,v1_7_0/Prefabs/CoolingSystems/AirCoolers/Arctic/AC_Arctic_Freezer_34_eSports_FullWhite,ARCTIC Freezer 34 eSports (Full White)
CPU Cooler - Air,ARCTIC,Freezer 34 eSports (Green),,Y,35,12,7,40,1.7,PC,,,v1_7_0/Prefabs/CoolingSystems/AirCoolers/Arctic/AC_Arctic_Freezer_34_eSports_Green,ARCTIC Freezer 34 eSports (Green)
CPU Cooler - Air,ARCTIC,Freezer 34 eSports (Grey),,Y,35,12,7,40,1.7,PC,,,v1_7_0/Prefabs/CoolingSystems/AirCoolers/Arctic/AC_Arctic_Freezer_34_eSports_Grey,ARCTIC Freezer 34 eSports (Grey)
CPU Cooler - Air,ARCTIC,Freezer 34 eSports (Red),,Y,35,12,7,40,1.7,PC,,,v1_7_0/Prefabs/CoolingSystems/AirCoolers/Arctic/AC_Arctic_Freezer_34_eSports_Red,ARCTIC Freezer 34 eSports (Red)
CPU Cooler - Air,ARCTIC,Freezer 34 eSports (White),,Y,35,12,7,40,1.7,PC,,,v1_7_0/Prefabs/CoolingSystems/AirCoolers/Arctic/AC_Arctic_Freezer_34_eSports_White,ARCTIC Freezer 34 eSports (White)
CPU Cooler - Air,ARCTIC,Freezer 34 eSports (Yellow),,Y,35,12,7,40,1.7,PC,,,v1_7_0/Prefabs/CoolingSystems/AirCoolers/Arctic/AC_Arctic_Freezer_34_eSports_Yellow,ARCTIC Freezer 34 eSports (Yellow)
CPU Cooler - Air,ARCTIC,Freezer 34 eSports DUO (All white),,Y,50,17,30,1,1.15,,,,v1_15_0/Prefabs/CoolerSystems/AirCoolers/Artic/AC_ARCTIC_Freezer_34_eSports_DUO_AllWHITE,ARCTIC Freezer 34 eSports DUO (All white)
CPU Cooler - Air,ARCTIC,Freezer 34 eSports DUO (Green),,Y,50,17,30,1,1.15,,,,v1_15_0/Prefabs/CoolerSystems/AirCoolers/Artic/AC_ARCTIC_Freezer_34_eSports_DUO_GREEN,ARCTIC Freezer 34 eSports DUO (Green)
CPU Cooler - Air,ARCTIC,Freezer 34 eSports DUO (Grey),,Y,50,17,30,1,1.15,,,,v1_15_0/Prefabs/CoolerSystems/AirCoolers/Artic/AC_ARCTIC_Freezer_34_eSports_DUO_GREY,ARCTIC Freezer 34 eSports DUO (Grey)
CPU Cooler - Air,ARCTIC,Freezer 34 eSports DUO (Red),,Y,50,17,30,1,1.15,,,,v1_15_0/Prefabs/CoolerSystems/AirCoolers/Artic/AC_ARCTIC_Freezer_34_eSports_DUO_RED,ARCTIC Freezer 34 eSports DUO (Red)
CPU Cooler - Air,ARCTIC,Freezer 34 eSports DUO (White),,Y,50,17,30,1,1.15,,,,v1_15_0/Prefabs/CoolerSystems/AirCoolers/Artic/AC_ARCTIC_Freezer_34_eSports_DUO_WHITE,ARCTIC Freezer 34 eSports DUO (White)
CPU Cooler - Air,ARCTIC,Freezer 34 eSports DUO (Yellow),,Y,50,17,30,1,1.15,,,,v1_15_0/Prefabs/CoolerSystems/AirCoolers/Artic/AC_ARCTIC_Freezer_34_eSports_DUO_YELLOW,ARCTIC Freezer 34 eSports DUO (Yellow)
CPU Cooler - Air,ARCTIC,Freezer 50,,Y,85,28,28,60,1.11,,,RGB,v1_11_0/Prefabs/CoolingSystems/AirCoolers/Arctic/AC_ARCTIC_FREEZER_50,ARCTIC Freezer 50
CPU Cooler - Air,ARCTIC,Freezer 50 TR,,Y,70,23,22,1,1.8,PC,,RGB,v1_8_0/Prefabs/CoolingSystems/AirCoolers/Arctic/AC_Arctic_Freezer_50TR,ARCTIC Freezer 50 TR
CPU Cooler - Air,ARCTIC,Freezer A13 X,,Y,40,31,1,60,1.12,,,,v1_12_0/Prefabs/CoolingSystems/AirCoolers/Arctic/AC_ARCTIC_FREEZER_AA13_X_MS,ARCTIC Freezer A13 X
CPU Cooler - Air,ARCTIC,Freezer A13 X CO,,Y,45,31,1,60,1.12,,,,v1_12_0/Prefabs/CoolingSystems/AirCoolers/Arctic/AC_ARCTIC_FREEZER_AA13_X_CO,ARCTIC Freezer A13 X CO
CPU Cooler - Air,ARCTIC,Freezer Xtreme,,Y,170,57,30,1,1.15,,,,v1_15_0/Prefabs/CoolerSystems/AirCoolers/Artic/AC_Arctic_Freezer_Xtreme,ARCTIC Freezer Xtreme
CPU Cooler - Air,be quiet!,Dark Rock 4,,Y,75,25,28,60,1.1,,,,Prefabs/CoolingSystems/AirCoolers/Bequiet/AC_bequiet_DARKROCK4,be quiet! Dark Rock 4
CPU Cooler - Air,be quiet!,Dark Rock Pro 4,,Y,90,30,28,60,1.1,,,,Prefabs/CoolingSystems/AirCoolers/Bequiet/AC_bequiet_DARKROCKPRO4,be quiet! Dark Rock Pro 4
CPU Cooler - Air,be quiet!,Dark Rock Pro TR4,,Y,90,30,28,60,1.1,,,,Prefabs/CoolingSystems/AirCoolers/Bequiet/AC_bequiet_DARKROCKPROTR4,be quiet! Dark Rock Pro TR4
CPU Cooler - Air,be quiet!,Dark Rock Slim,,Y,60,20,21,70,1.8,,,,v1_8_0/Prefabs/CoolingSystems/AirCoolers/Bequiet/AC_Bequiet_DARKROCK_SLIM,be quiet! Dark Rock Slim
CPU Cooler - Air,be quiet!,Dark Rock TF,,Y,85,28,28,60,1.1,,,,Prefabs/CoolingSystems/AirCoolers/Bequiet/AC_bequiet_DARKROCKTF,be quiet! Dark Rock TF
CPU Cooler - Air,be quiet!,Dark Rock TF 2,,Y,160,53,22,1,1.15,,,,v1_15_0/Prefabs/CoolerSystems/AirCoolers/Bequiet/AC_Bequiet_Dark_Rock_TF_2,be quiet! Dark Rock TF 2
CPU Cooler - Air,be quiet!,Pure Rock,,Y,30,10,27,40,1.1,,,,Prefabs/CoolingSystems/AirCoolers/Bequiet/AC_bequiet_PUREROCK,be quiet! Pure Rock
CPU Cooler - Air,be quiet!,Pure Rock 2 (Black),,Y,45,15,21,70,1.8,,,,v1_8_0/Prefabs/CoolingSystems/AirCoolers/Bequiet/AC_Bequiet_PUREROCK_2_Black,be quiet! Pure Rock 2 (Black)
CPU Cooler - Air,be quiet!,Pure Rock 2 (Silver),,Y,45,15,21,70,1.8,,,,v1_8_0/Prefabs/CoolingSystems/AirCoolers/Bequiet/AC_Bequiet_PUREROCK_2,be quiet! Pure Rock 2 (Silver)
CPU Cooler - Air,be quiet!,Pure Rock Slim,,Y,25,8,27,40,1.1,,,,Prefabs/CoolingSystems/AirCoolers/Bequiet/AC_bequiet_PUREROCKSLIM,be quiet! Pure Rock Slim
CPU Cooler - Air,be quiet!,Shadow Rock 2,,Y,50,17,23,30,1.1,,,,Prefabs/CoolingSystems/AirCoolers/Bequiet/AC_bequiet_SHADOWROCK2,be quiet! Shadow Rock 2
CPU Cooler - Air,be quiet!,Shadow Rock 3,,Y,45,15,21,70,1.8,,,,v1_8_0/Prefabs/CoolingSystems/AirCoolers/Bequiet/AC_bequiet_SHADOWROCK_3,be quiet! Shadow Rock 3
CPU Cooler - Air,be quiet!,Shadow Rock LP,,Y,45,15,23,30,1.1,,,,Prefabs/CoolingSystems/AirCoolers/Bequiet/AC_bequiet_SHADOWROCKLP,be quiet! Shadow Rock LP
CPU Cooler - Air,be quiet!,Shadow Rock Slim,,Y,50,17,23,30,1.1,,,,Prefabs/CoolingSystems/AirCoolers/Bequiet/AC_bequiet_SHADOWROCKSLIM,be quiet! Shadow Rock Slim
CPU Cooler - Air,be quiet!,Shadow Rock TF 2,,Y,45,15,23,30,1.1,,,,Prefabs/CoolingSystems/AirCoolers/Bequiet/AC_bequiet_SHADOWROCKTF2,be quiet! Shadow Rock TF 2
CPU Cooler - Air,Cooler Master,Hyper 212 Black,,Y,45,15,33,1,1.15,PC,,,v1_15_0/Prefabs/CoolerSystems/AirCoolers/CoolerMaster/AC_Cooler_Master_Hyper_212_Black_Edition_1_FAN,Cooler Master Hyper 212 Black
CPU Cooler - Air,Cooler Master,Hyper 212 Black Dual Fan Edition,,Y,55,18,33,1,1.15,PC,,,v1_15_0/Prefabs/CoolerSystems/AirCoolers/CoolerMaster/AC_Cooler_Master_Hyper_212_Black_Edition_2_FAN,Cooler Master Hyper 212 Black Dual Fan Edition
CPU Cooler - Air,Cooler Master,Hyper 212 EVO V2,,Y,50,17,33,1,1.15,PC,,,v1_15_0/Prefabs/CoolerSystems/AirCoolers/CoolerMaster/AC_Cooler_Master_Hyper_212_EVO_V2,Cooler Master Hyper 212 EVO V2
CPU Cooler - Air,Cooler Master,Hyper 212 LED Turbo,,Y,45,15,8,33,1.0,,,Red,Prefabs/CoolingSystems/AirCoolers/CoolerMaster/CoolerMaster_Hyper_212_LED,Cooler Master Hyper 212 LED Turbo
CPU Cooler - Air,Cooler Master,Hyper 212 LED Turbo (White Edition),,Y,45,15,8,33,1.10,PC,,White,v1_10_0/Prefabs/CoolingSystems/AirCoolers/CoolerMaster/AC_CoolerMaster_Hyper_212_LED_Turbo_WhiteEdition,Cooler Master Hyper 212 LED Turbo (White Edition)
CPU Cooler - Air,Cooler Master,Hyper 212 RGB Black Dual Fan Edition,,Y,60,20,33,1,1.15,PC,,RGB,v1_15_0/Prefabs/CoolerSystems/AirCoolers/CoolerMaster/AC_Cooler_Master_Hyper_212_RGB_Black_Edition_FAN_2,Cooler Master Hyper 212 RGB Black Dual Fan Edition
CPU Cooler - Air,Cooler Master,Hyper 212 RGB Black Edition,,Y,50,17,33,1,1.15,PC,,RGB,v1_15_0/Prefabs/CoolerSystems/AirCoolers/CoolerMaster/AC_Cooler_Master_Hyper_212_RGB_Black_Edition_FAN_1,Cooler Master Hyper 212 RGB Black Edition
CPU Cooler - Air,Cooler Master,MasterAir MA610P,,Y,70,23,8,66,1.0,,,RGB,Prefabs/CoolingSystems/AirCoolers/CoolerMaster/CoolerMaster_MasterAirMA610P,Cooler Master MasterAir MA610P
CPU Cooler - Air,Cooler Master,MasterAir Pro 4,,Y,50,17,7,26,1.0,,,,Prefabs/CoolingSystems/AirCoolers/CoolerMaster/CoolerMaster_MasterAir_Pro_4,Cooler Master MasterAir Pro 4
CPU Cooler - Air,CORSAIR,A500 Dual Fan,,Y,100,33,21,1,1.8,PC,,,v1_8_0/Prefabs/CoolingSystems/AirCoolers/Corsair/AC_Corsair_A500_DualFan,CORSAIR A500 Dual Fan
CPU Cooler - Air,Cryorig,C1,,Y,65,22,13,25,1.0,,,,Prefabs/CoolingSystems/AirCoolers/Cryorig/C1,Cryorig C1
CPU Cooler - Air,Cryorig,C7,,Y,30,10,4,50,1.0,,,,Prefabs/CoolingSystems/AirCoolers/Cryorig/C7,Cryorig C7
CPU Cooler - Air,Cryorig,C7 RGB,,Y,70,23,4,50,1.10,,,RGB,v1_10_0/Prefabs/CoolingSystems/AirCoolers/Cryorig/AC_Cryorig_C7_RGB,Cryorig C7 RGB
CPU Cooler - Air,Cryorig,H5 Ultimate,,Y,45,15,7,80,1.0,,,,Prefabs/CoolingSystems/AirCoolers/Cryorig/H5_Ultimate,Cryorig H5 Ultimate
CPU Cooler - Air,Cryorig,H5 Universal,,Y,45,15,7,10,1.0,,,,Prefabs/CoolingSystems/AirCoolers/Cryorig/H5_Universal,Cryorig H5 Universal
CPU Cooler - Air,Cryorig,H7,,Y,35,12,4,78,1.0,,,,Prefabs/CoolingSystems/AirCoolers/Cryorig/H7,Cryorig H7
CPU Cooler - Air,Cryorig,H7 Quad Lumi,,Y,60,20,4,1,1.0,,,RGB,Prefabs/CoolingSystems/AirCoolers/Cryorig/H7_QL,Cryorig H7 Quad Lumi
CPU Cooler - Air,Cryorig,M9a,,Y,20,7,1,1,1.0,,,,Prefabs/CoolingSystems/AirCoolers/Cryorig/M9a,Cryorig M9a
CPU Cooler - Air,Cryorig,M9i,,Y,20,7,1,1,1.0,,,,Prefabs/CoolingSystems/AirCoolers/Cryorig/M9i,Cryorig M9i
CPU Cooler - Air,Cryorig,R1 Ultimate,,Y,90,30,11,50,1.0,,,,Prefabs/CoolingSystems/AirCoolers/Cryorig/R1_Ultimate,Cryorig R1 Ultimate
CPU Cooler - Air,Cryorig,R1 Universal,,Y,90,30,11,1,1.0,,,,Prefabs/CoolingSystems/AirCoolers/Cryorig/R1_Universal,Cryorig R1 Universal
CPU Cooler - Air,Deepcool,GAMMAXX 400 (Blue),,Y,25,8,22,40,1.0,,,Blue,Prefabs/CoolingSystems/AirCoolers/Deepcool/AC_DeepCool_Gammaxx_400,Deepcool GAMMAXX 400 (Blue)
CPU Cooler - Air,Deepcool,GAMMAXX C40,,Y,30,10,22,20,1.0,,,,Prefabs/CoolingSystems/AirCoolers/Deepcool/AC_DeepCool_Gammaxx_C40,Deepcool GAMMAXX C40
CPU Cooler - Air,Deepcool,GAMMAXX GT,,Y,45,15,22,60,1.0,,,RGB,Prefabs/CoolingSystems/AirCoolers/Deepcool/AC_DeepCool_Gammaxx_GT,Deepcool GAMMAXX GT
CPU Cooler - Air,EVGA,ACX mITX,,Y,40,13,10,1,1.10,PC,,,v1_10_0/Prefabs/CoolingSystems/AirCoolers/EVGA/AC_EVGA_ACX_mITX,EVGA ACX mITX
CPU Cooler - Air,GamerStorm,ASSASSIN III,,Y,130,43,29,80,1.11,,,,v1_11_0/Prefabs/CoolingSystems/AirCoolers/Deepcool/AC_GamerStorm_ASSASSIN_Ⅲ,GamerStorm ASSASSIN III
CPU Cooler - Air,GamerStorm,Fryzen,,Y,130,43,29,20,1.0,,,RGB,Prefabs/CoolingSystems/AirCoolers/Deepcool/AC_Deepcool_Fryzen,GamerStorm Fryzen
CPU Cooler - Air,GIGABYTE,ATC700,,Y,80,27,11,80,1.0,,,RGB,Prefabs/CoolingSystems/AirCoolers/Gigabyte/AC_Gigabyte_ATC700,GIGABYTE ATC700
CPU Cooler - Air,Mortoni,Thermal 100,,Y,10,3,1,1,1.0,,,,Prefabs/Generic/Fan,Mortoni Thermal 100
CPU Cooler - Air,Raijintek,DELOS RBW,,Y,83,28,10,80,1.2,,,RGB,Prefabs/CoolingSystems/AirCoolers/Raijintek/AC_Raijintek_DELOS_RBW,Raijintek DELOS RBW
CPU Cooler - Air,Raijintek,ELEOS RBW,,Y,20,7,30,70,1.14,,,RGB,v1_14_0/Prefabs/CoolingSystems/AirCoolers/RAIJINTEK/AC_RAIJINTEK_ELEOS_RBW,Raijintek ELEOS RBW
CPU Cooler - Air,Raijintek,Ereboss,,Y,55,18,12,65,1.0,,,,Prefabs/CoolingSystems/AirCoolers/Raijintek/Ereboss,Raijintek Ereboss
CPU Cooler - Air,Raijintek,JUNO PRO RBW,,Y,24,8,10,50,1.2,,,RGB,Prefabs/CoolingSystems/AirCoolers/Raijintek/AC_Raijintek_JUNO_PRO_RBW,Raijintek JUNO PRO RBW
CPU Cooler - Air,Raijintek,LETO PRO RGB,,Y,70,23,11,1,1.0,,,RGB,Prefabs/CoolingSystems/AirCoolers/Raijintek/AC_Raijintek_LetoProRGB,Raijintek LETO PRO RGB
CPU Cooler - Air,Raijintek,MYA RBW,,Y,90,30,10,70,1.2,,,RGB,Prefabs/CoolingSystems/AirCoolers/Raijintek/AC_Raijintek_MYA RBW,Raijintek MYA RBW
CPU Cooler - Air,Raijintek,PALLAS 120,,Y,70,23,10,60,1.2,,,,Prefabs/CoolingSystems/AirCoolers/Raijintek/AC_Raijintek_PALLAS_120_SERIES,Raijintek PALLAS 120
CPU Cooler - Air,Raijintek,Themis Evo,,Y,35,12,2,30,1.0,,,,Prefabs/CoolingSystems/AirCoolers/Raijintek/THEMIS Evo,Raijintek Themis Evo
CPU Cooler - Air,Raijintek,Tisis,,Y,70,23,18,16,1.0,,,,Prefabs/CoolingSystems/AirCoolers/Raijintek/Tisis,Raijintek Tisis
CPU Cooler - Air,SilverStone,AR07,,Y,95,32,14,50,1.0,,,,Prefabs/CoolingSystems/AirCoolers/SilverStone/AR07,SilverStone AR07
CPU Cooler - Air,SilverStone,AR08,,Y,40,13,4,1,1.0,,,,Prefabs/CoolingSystems/AirCoolers/SilverStone/AR08,SilverStone AR08
CPU Cooler - Air,SilverStone,HE01,,Y,80,27,16,53,1.0,,,,Prefabs/CoolingSystems/AirCoolers/SilverStone/HE01,SilverStone HE01
CPU Cooler - Air,SilverStone,HE02,,Y,75,25,16,31,1.0,,,,Prefabs/CoolingSystems/AirCoolers/SilverStone/HE02,SilverStone HE02
CPU Cooler - Air,SilverStone,NT06-PRO,,Y,60,20,12,70,1.0,,,,Prefabs/CoolingSystems/AirCoolers/SilverStone/NT06-PRO,SilverStone NT06-PRO
CPU Cooler - Air,Thermaltake,Engine 27 1U Low-Profile,,Y,85,28,8,50,1.0,,,,Prefabs/CoolingSystems/AirCoolers/Thermaltake/Thermaltake_Engine27_1U_LowProfile,Thermaltake Engine 27 1U Low-Profile
CPU Cooler - Air,Thermaltake,Riing Silent 12 RGB Sync Edition,,Y,50,17,19,30,1.0,,,RGB,Prefabs/CoolingSystems/AirCoolers/Thermaltake/Thermaltake_RiingSilent12,Thermaltake Riing Silent 12 RGB Sync Edition
CPU Cooler - Liquid,ADATA,XPG LEVANTE 240,,Y,150,50,27,50,1.9,PC,,RGB,v1_9_0/Prefabs/CoolingSystems/LiquidCoolers/ADATA/LC_ADATA_XPG_Levante,ADATA XPG LEVANTE 240
CPU Cooler - Liquid,ADATA,XPG LEVANTE 360,,Y,200,67,27,50,1.12,PC,,RGB,v1_12_0/Prefabs/CoolingSystems/LiquidCoolers/ADATA/LC_ADATA_XPG_LEVANTE_360,ADATA XPG LEVANTE 360
CPU Cooler - Liquid,Alphacool,Eisbaer 420 CPU,,Y,205,68,33,1,1.15,PC,,RGB,v1_15_0/Prefabs/CoolerSystems/Liquid Coolers/Alphacool/LC_Eisbaer_420_CPU,Alphacool Eisbaer 420 CPU
CPU Cooler - Liquid,Alphacool,Eisbaer Aurora 240 CPU,,Y,120,40,33,1,1.15,PC,,RGB,v1_15_0/Prefabs/CoolerSystems/Liquid Coolers/Alphacool/LC_Eisbaer_Aurora_240_CPU,Alphacool Eisbaer Aurora 240 CPU
CPU Cooler - Liquid,Alphacool,Eisbaer Aurora 280 CPU,,Y,130,43,33,1,1.15,PC,,RGB,v1_15_0/Prefabs/CoolerSystems/Liquid Coolers/Alphacool/LC_Eisbaer_Aurora_280_CPU,Alphacool Eisbaer Aurora 280 CPU
CPU Cooler - Liquid,Alphacool,Eisbaer Aurora 360 CPU,,Y,140,47,33,1,1.15,PC,,RGB,v1_15_0/Prefabs/CoolerSystems/Liquid Coolers/Alphacool/LC_Eisbaer_Aurora_360_CPU,Alphacool Eisbaer Aurora 360 CPU
CPU Cooler - Liquid,Alphacool,Eisbaer Aurora 420 CPU,,Y,160,53,33,1,1.15,PC,,RGB,v1_15_0/Prefabs/CoolerSystems/Liquid Coolers/Alphacool/LC_Eisbaer_Aurora_420_CPU,Alphacool Eisbaer Aurora 420 CPU
CPU Cooler - Liquid,Antec,K120,,Y,60,20,17,1,1.0,,,Blue,Prefabs/CoolingSystems/LiquidCoolers/Antec/Antec_K120_Radiator,Antec K120
CPU Cooler - Liquid,Antec,K240,,Y,80,27,17,1,1.0,,,Blue,Prefabs/CoolingSystems/LiquidCoolers/Antec/Antec_K240_Radiator,Antec K240
CPU Cooler - Liquid,Antec,Mercury120 RGB,,Y,87,29,20,1,1.0,,,RGB,Prefabs/CoolingSystems/LiquidCoolers/Antec/Antec_Mercury120_Radiator,Antec Mercury120 RGB
CPU Cooler - Liquid,Antec,Mercury240 RGB,,Y,120,40,20,20,1.0,,,RGB,Prefabs/CoolingSystems/LiquidCoolers/Antec/Antec_Mercury240_Radiator,Antec Mercury240 RGB
CPU Cooler - Liquid,Antec,Mercury360 RGB,,Y,147,49,20,40,1.0,,,RGB,Prefabs/CoolingSystems/LiquidCoolers/Antec/Antec_Mercury360_Radiator,Antec Mercury360 RGB
CPU Cooler - Liquid,Antec,Neptune 120,,Y,85,28,20,60,1.10,PC,,RGB,v1_10_0/Prefabs/CoolingSystems/LiquidCoolers/Antec/LC_Antec_Neptune_120,Antec Neptune 120
CPU Cooler - Liquid,Antec,Neptune 240,,Y,140,47,20,60,1.10,PC,,RGB,v1_10_0/Prefabs/CoolingSystems/LiquidCoolers/Antec/LC_Antec_Neptune_240,Antec Neptune 240
CPU Cooler - Liquid,ARCTIC,Liquid Freezer 2 series 120mm,,Y,80,27,28,50,1.11,PC,,,v1_11_0/Prefabs/CoolingSystems/LiquidCoolers/Artic/LC_Arctic_Liquid_Freezer_2_series_120,ARCTIC Liquid Freezer 2 series 120mm
CPU Cooler - Liquid,ARCTIC,Liquid Freezer 2 series 240mm,,Y,110,37,28,50,1.11,PC,,,v1_11_0/Prefabs/CoolingSystems/LiquidCoolers/Artic/LC_Arctic_Liquid_Freezer_2_series_240,ARCTIC Liquid Freezer 2 series 240mm
CPU Cooler - Liquid,ARCTIC,Liquid Freezer 2 series 280mm,,Y,120,40,28,50,1.11,PC,,,v1_11_0/Prefabs/CoolingSystems/LiquidCoolers/Artic/LC_Arctic_Liquid_Freezer_2_series_280,ARCTIC Liquid Freezer 2 series 280mm
CPU Cooler - Liquid,ARCTIC,Liquid Freezer 2 series 360mm,,Y,160,53,28,50,1.11,PC,,,v1_11_0/Prefabs/CoolingSystems/LiquidCoolers/Artic/LC_Arctic_Liquid_Freezer_2_series_360,ARCTIC Liquid Freezer 2 series 360mm
CPU Cooler - Liquid,ARCTIC,Liquid Freezer 2 series 420mm,,Y,180,60,28,50,1.11,PC,,,v1_11_0/Prefabs/CoolingSystems/LiquidCoolers/Artic/LC_Arctic_Liquid_Freezer_2_series_420,ARCTIC Liquid Freezer 2 series 420mm
CPU Cooler - Liquid,be quiet!,Silent Loop 120mm,,Y,100,33,30,1,1.1,,,,Prefabs/CoolingSystems/LiquidCoolers/Bequiet/LC_bequiet_SILENTLOOP_120MM,be quiet! Silent Loop 120mm
CPU Cooler - Liquid,be quiet!,Silent Loop 240mm,,Y,125,42,30,15,1.1,,,,Prefabs/CoolingSystems/LiquidCoolers/Bequiet/LC_bequiet_SILENTLOOP_240MM,be quiet! Silent Loop 240mm
CPU Cooler - Liquid,be quiet!,Silent Loop 280mm,,Y,150,50,30,30,1.1,,,,Prefabs/CoolingSystems/LiquidCoolers/Bequiet/LC_bequiet_SILENTLOOP_280MM,be quiet! Silent Loop 280mm
CPU Cooler - Liquid,be quiet!,Silent Loop 360mm,,Y,175,58,30,45,1.1,,,,Prefabs/CoolingSystems/LiquidCoolers/Bequiet/LC_bequiet_SILENTLOOP_360MM,be quiet! Silent Loop 360mm
CPU Cooler - Liquid,Cooler Master,MasterLiquid 120,,Y,70,23,8,1,1.0,,,White,Prefabs/CoolingSystems/LiquidCoolers/CoolerMaster/CoolerMaster_MasterLiquid_120_Radiator,Cooler Master MasterLiquid 120
CPU Cooler - Liquid,Cooler Master,MasterLiquid 240,,Y,90,30,8,50,1.0,,,White,Prefabs/CoolingSystems/LiquidCoolers/CoolerMaster/CoolerMaster_MasterLiquid_240_Radiator,Cooler Master MasterLiquid 240
CPU Cooler - Liquid,Cooler Master,MasterLiquid ML120L V2 RGB,,Y,65,22,18,1,1.10,PC,,RGB,v1_10_0/Prefabs/CoolingSystems/LiquidCoolers/CoolerMaster/LC_CoolerMaster_MasterLiquid_120_v2,Cooler Master MasterLiquid ML120L V2 RGB
CPU Cooler - Liquid,Cooler Master,MasterLiquid ML240 ILLUSION,,Y,140,47,33,1,1.14,PC,,RGB,v1_14_0/Prefabs/CoolingSystems/Liquid Coolers/CoolerMaster/LC_COOLER_MASTER_MASTERLIQUID_ML240_ILLUSION,Cooler Master MasterLiquid ML240 ILLUSION
CPU Cooler - Liquid,Cooler Master,MasterLiquid ML240 ILLUSION (White),,Y,140,47,33,1,1.14,PC,,RGB,v1_14_0/Prefabs/CoolingSystems/Liquid Coolers/CoolerMaster/LC_COOLER_MASTER_MASTERLIQUID_ML240_ILLUSION_WHITE_EDITION,Cooler Master MasterLiquid ML240 ILLUSION (White)
CPU Cooler - Liquid,Cooler Master,MasterLiquid ML240 MIRROR,,Y,120,40,33,1,1.14,PC,,RGB,v1_14_0/Prefabs/CoolingSystems/Liquid Coolers/CoolerMaster/LC_COOLER_MASTER_MASTERLIQUID_ML240_MIRROR,Cooler Master MasterLiquid ML240 MIRROR
CPU Cooler - Liquid,Cooler Master,MasterLiquid ML240L V2 RGB,,Y,80,27,18,1,1.10,PC,,RGB,v1_10_0/Prefabs/CoolingSystems/LiquidCoolers/CoolerMaster/LC_CoolerMaster_MasterLiquid_240_v2,Cooler Master MasterLiquid ML240L V2 RGB
CPU Cooler - Liquid,Cooler Master,MasterLiquid ML240R RGB PHANTOM GAMING EDITION,,Y,160,53,33,1,1.14,PC,,RGB,v1_14_0/Prefabs/CoolingSystems/Liquid Coolers/CoolerMaster/LC_COOLER_MASTER_MASTERLIQUID_ML240_RGB_PHANTOM_GAMING_EDITION,Cooler Master MasterLiquid ML240R RGB PHANTOM GAMING EDITION
CPU Cooler - Liquid,Cooler Master,MasterLiquid ML360 ILLUSION,,Y,160,53,33,1,1.14,PC,,RGB,v1_14_0/Prefabs/CoolingSystems/Liquid Coolers/CoolerMaster/LC_COOLER_MASTER_MASTERLIQUID_ML360_ILLUSION,Cooler Master MasterLiquid ML360 ILLUSION
CPU Cooler - Liquid,Cooler Master,MasterLiquid ML360 MIRROR TR4 EDITION,,Y,180,60,33,1,1.14,PC,,RGB,v1_14_0/Prefabs/CoolingSystems/Liquid Coolers/CoolerMaster/LC_COOLER_MASSTER_MASTERLIQUID_ML360_MIRROR_TR4_EDITION,Cooler Master MasterLiquid ML360 MIRROR TR4 EDITION
CPU Cooler - Liquid,CORSAIR,H115i PRO RGB 280mm,,Y,160,53,28,1,1.0,,,RGB,Prefabs/CoolingSystems/LiquidCoolers/Corsair/Corsair_HydroSeriesH115iLiquidCpuCooler_Radiator,CORSAIR H115i PRO RGB 280mm
CPU Cooler - Liquid,CORSAIR,H150i PRO RGB 360mm,,Y,200,67,28,1,1.0,,,RGB,Prefabs/CoolingSystems/LiquidCoolers/Corsair/Corsair_HydroSeriesH150iPRORGB360mm,CORSAIR H150i PRO RGB 360mm
CPU Cooler - Liquid,CORSAIR,H80i v2,,Y,140,47,29,30,1.0,,,RGB,Prefabs/CoolingSystems/LiquidCoolers/Corsair/Corsair_HydroH80iV2,CORSAIR H80i v2
CPU Cooler - Liquid,CORSAIR,iCUE H100i RGB PRO XT,,Y,120,40,30,1,1.10,PC,,RGB,v1_10_0/Prefabs/CoolingSystems/LiquidCoolers/Corsair/LC_Corsair_iCUE_H150i_RGB_PRO_XT_240,CORSAIR iCUE H100i RGB PRO XT
